Strain_1, Replicate, Time, CFU_strain_1
550,11,6,18674.611985549556
550,11,18,138906.8906272165
550,11,24,373381.22790133895
550,11,30,972062.4024302153
550,11,42,4819459.387514883
550,11,48,7832863.212467238
550,11,54,10155608.77809689
550,11,68,12002114.664121091
550,12,0,7230.0
550,12,6,19215.821750182655
550,12,18,134892.45137991826
550,12,24,353413.25725681434
550,12,30,903508.5383052593
550,12,42,4643837.735266669
550,12,48,8066450.964720099
550,12,54,11162565.794882892
550,12,68,14081763.541726803
550,13,0,7250.0
550,13,6,19915.59823287531
550,13,18,148958.3173013518
550,13,24,400866.6809704601
550,13,30,1041369.4869077674
550,13,42,5008794.050980133
550,13,48,7927223.885723308
550,13,54,10065253.798401784
550,13,68,11694946.947814036
550,14,0,7350.0
550,14,6,19534.06198563158
550,14,18,136984.52159595175
550,14,24,358130.1118787292
550,14,30,910551.3331047312
550,14,42,4509002.348675123
550,14,48,7576566.953150483
550,14,54,10183366.731248904
550,14,68,12508728.06566702
550,15,0,7210.0
550,15,6,19549.66140577533
550,15,18,142738.85300970712
550,15,24,380886.1328863927
550,15,30,988589.815685622
550,15,42,5059549.663062856
550,15,48,8537976.743044067
550,15,54,11443351.893697506
550,15,68,13935973.756589442
550,16,0,7530.0
550,16,6,20829.582771773465
550,16,18,158045.49964522233
550,16,24,428633.94751325925
550,16,30,1123333.2035860394
550,16,42,5518113.555804048
550,16,48,8808030.835136376
550,16,54,11233220.21088674
550,16,68,13076259.917599602
550,17,0,7360.0
550,17,6,20299.567585530436
550,17,18,153229.81667580444
550,17,24,415051.06979918276
550,17,30,1089396.6743282252
550,17,42,5489232.856347348
550,17,48,8964786.883429337
550,17,54,11642341.579452056
550,17,68,13752448.72338262
550,18,0,7360.0
550,18,6,19619.737675279583
550,18,18,138566.01615815185
550,18,24,364196.86257379
550,18,30,934288.0721528094
550,18,42,4839118.566435747
550,18,48,8433072.984733526
550,18,54,11691885.285579123
550,18,68,14759355.086104358
550,19,0,7050.0
550,19,6,19671.548751072245
550,19,18,151930.9135289636
550,19,24,415982.6763748441
550,19,30,1101740.6487763436
550,19,42,5544470.568695393
550,19,48,8933057.475014422
550,19,54,11444054.271214167
550,19,68,13340891.015748678
550,20,0,7340.0
550,20,6,20059.53958517228
550,20,18,148567.79819448318
550,20,24,398204.74488321645
550,20,30,1032235.5277563676
550,20,42,5025891.793888499
550,20,48,8070949.712551694
550,20,54,10374102.38985286
550,20,68,12182624.823845975
550,21,0,7250.0
550,21,6,19566.16908857166
550,21,18,141528.079134217
550,21,24,375919.3136250193
550,21,30,971451.3572776058
550,21,42,4949336.044701452
550,21,48,8366826.156347972
550,21,54,11247799.731496543
550,21,68,13753066.639476582
550,22,0,7880.0
550,22,6,21109.824943441512
550,22,18,150385.2894427448
550,22,24,396138.9687569287
550,22,30,1013915.975473211
550,22,42,5035004.839844403
550,22,48,8401112.351133544
550,22,54,11196888.489457712
550,22,68,13619124.907277213
550,23,0,7360.0
550,23,6,19988.594323443373
550,23,18,146337.9770442223
550,23,24,390649.5570111364
550,23,30,1012341.7179616047
550,23,42,5082038.570846518
550,23,48,8420848.884413986
550,23,54,11112853.483191598
550,23,68,13351870.85780366
550,24,0,7210.0
550,24,6,19332.14714933043
550,24,18,137947.21577758124
550,24,24,363582.8474645594
550,24,30,930626.0960090905
550,24,42,4601197.298958917
550,24,48,7641112.30571394
550,24,54,10141427.712708618
550,24,68,12287657.833874471
550,25,0,7100.0
550,25,6,19626.872921791404
550,25,18,148883.70705279638
550,25,24,404552.94263500837
550,25,30,1066654.5352464204
550,25,42,5474565.573458877
550,25,48,9052343.447338954
550,25,54,11861482.312960967
550,25,68,14102428.61515565
550,26,0,7470.0
550,26,6,20240.874214800893
550,26,18,147564.3222212598
550,26,24,393375.16275934747
550,26,30,1019518.2382818817
550,26,42,5185068.540663851
550,26,48,8709657.909619704
550,26,54,11631432.530838631
550,26,68,14124650.862492202
550,27,0,6780.0
550,27,6,18338.37129372154
550,27,18,133120.53745779608
550,27,24,353674.3348140321
550,27,30,911252.6243801403
550,27,42,4497609.766828335
550,27,48,7384062.077656147
550,27,54,9684382.581070296
550,27,68,11588731.275803098
550,28,0,7490.0
550,28,6,20228.932837221975
550,28,18,146333.94193652857
550,28,24,387753.90345177095
550,28,30,994610.4270669424
550,28,42,4804410.951825212
550,28,48,7766231.276199749
550,28,54,10065857.601670535
550,28,68,11933417.317798968
550,29,0,7700.0
550,29,6,20835.07732566839
550,29,18,151544.827161978
550,29,24,403852.29477893346
550,29,30,1048149.9483938427
550,29,42,5423704.458507713
550,29,48,9264779.489852939
550,29,54,12554730.954599172
550,29,68,15444973.901591873
550,30,0,7500.0
550,30,6,20485.499654147556
550,30,18,151467.31861772126
550,30,24,405223.9405778902
550,30,30,1046335.6485949333
550,30,42,4982802.561113648
550,30,48,7873940.270971669
550,30,54,10001138.244235307
550,30,68,11637586.678643808
550,31,0,7420.0
550,31,6,19791.81582192084
550,31,18,139961.01590918968
550,31,24,368134.2097301673
550,31,30,945256.8839893858
550,31,42,4910970.5138554545
550,31,48,8575912.7036327
550,31,54,11909527.836649466
550,31,68,15053911.920621846
550,32,0,7350.0
550,32,6,20588.773953620497
550,32,18,159993.7273856636
550,32,24,438026.22472125187
550,32,30,1152521.8679384715
550,32,42,5451416.475744879
550,32,48,8365235.845163175
550,32,54,10340836.429710113
550,32,68,11736634.05383236
550,33,0,7140.0
550,33,6,18985.4575787722
550,33,18,133302.27043508104
550,33,24,348854.5776430545
550,33,30,888568.0638078158
550,33,42,4441914.714513778
550,33,48,7520786.734581254
550,33,54,10172828.306122482
550,33,68,12565302.130169945
550,34,0,7460.0
550,34,6,20085.49781479066
550,34,18,144419.48384898168
550,34,24,381642.15469066135
550,34,30,976950.4749583516
550,34,42,4731585.219632552
550,34,48,7690508.277600651
550,34,54,10019325.210642813
550,34,68,11938036.093358977
550,35,0,6820.0
550,35,6,18500.8931217384
550,35,18,135351.406954121
550,35,24,362202.37670719327
550,35,30,946400.237813644
550,35,42,5063663.523907096
550,35,48,8890018.088281363
550,35,54,12327448.288800515
550,35,68,15465407.895593882
550,36,0,7390.0
550,36,6,20402.109212990967
550,36,18,154150.57205130177
550,36,24,416992.392042506
550,36,30,1089006.2402616544
550,36,42,5282807.953509857
550,36,48,8370805.571976567
550,36,54,10623666.73106246
550,36,68,12326571.091835164
550,37,0,7350.0
550,37,6,20649.100770207042
550,37,18,161442.99429287342
550,37,24,443514.9948424029
550,37,30,1171791.7925069737
550,37,42,5605500.200170355
550,37,48,8644712.438524388
550,37,54,10715063.409343623
550,37,68,12178688.468731644
550,38,0,6820.0
550,38,6,18997.666294438925
550,38,18,146093.67804340392
550,38,24,398455.1001374986
550,38,30,1047630.8501226015
550,38,42,5071192.545612464
550,38,48,7951037.902396625
550,38,54,9990837.433193339
550,38,68,11485972.576978244
550,39,0,7250.0
550,39,6,19421.35824043537
550,39,18,138577.14857815983
550,39,24,366365.470393776
550,39,30,946733.3082577405
550,39,42,5024864.267202929
550,39,48,8903546.977795783
550,39,54,12511784.225119706
550,39,68,15965064.062163267
550,40,0,7740.0
550,40,6,21098.64622243159
550,40,18,155392.51734155178
550,40,24,415006.85928814084
550,40,30,1070274.780404176
550,40,42,5107950.44360487
550,40,48,8101434.943247061
550,40,54,10323568.927580062
550,40,68,12048378.323720485
550,41,0,7880.0
550,41,6,20985.556247130422
550,41,18,147660.1929781526
550,41,24,386214.9879087711
550,41,30,979855.6161292049
550,41,42,4734292.813970512
550,41,48,7774140.298987613
550,41,54,10244246.45129163
550,41,68,12359999.07570365
550,42,0,7040.0
550,42,6,19422.519884681176
550,42,18,146733.18733740647
550,42,24,397816.267325929
550,42,30,1046157.9188397024
550,42,42,5331573.014034538
550,42,48,8784711.602358507
550,42,54,11486060.893096684
550,42,68,13639698.94719348
550,43,0,7210.0
550,43,6,19521.426374680897
550,43,18,141913.0375801089
550,43,24,376904.0244715644
550,43,30,968628.8501518192
550,43,42,4677303.293212218
550,43,48,7538331.427176928
550,43,54,9741239.692805517
550,43,68,11513482.680589765
550,44,0,7250.0
550,44,6,19922.98885880636
550,44,18,149437.27291020134
550,44,24,404241.4913431375
550,44,30,1063734.555563299
550,44,42,5564047.2185777975
550,44,48,9414495.298018713
550,44,54,12589781.072612684
550,44,68,15242201.09434102
550,45,0,7040.0
550,45,6,18712.11287984327
550,45,18,131272.9492825386
550,45,24,343376.4872139488
550,45,30,874073.4751064782
550,45,42,4360418.062408323
550,45,48,7373008.533069894
550,45,54,9962823.884816544
550,45,68,12296200.976471191
550,46,0,7120.0
550,46,6,19887.280062679703
550,46,18,153618.93122189684
550,46,24,419148.069681825
550,46,30,1098328.106095137
550,46,42,5136606.637519206
550,46,48,7842899.922253232
550,46,54,9669158.786176965
550,46,68,10958362.39668791
550,47,0,7120.0
550,47,6,19439.337618721926
550,47,18,144034.16580777397
550,47,24,387761.8818571553
550,47,30,1018443.1446207061
550,47,42,5451839.36266701
550,47,48,9495580.56444285
550,47,54,13043024.084913
550,47,68,16188731.063601086
550,48,0,7700.0
550,48,6,20343.406366352443
550,48,18,141070.58280799777
550,48,24,367163.49509527726
550,48,30,931652.0862148796
550,48,42,4696116.4107238185
550,48,48,8074129.080313826
550,48,54,11093772.57411735
550,48,68,13931920.503667206
550,49,0,7470.0
550,49,6,20199.818270678395
550,49,18,146747.93350151897
550,49,24,390889.225993273
550,49,30,1014348.7705428957
550,49,42,5261628.399476975
550,49,48,9014742.570823539
550,49,54,12249849.328165822
550,49,68,15109683.3137905
253,0,0,1970.0
253,0,6,15015.308791056696
253,0,18,692503.4459279877
253,0,24,2176478.549959535
253,0,30,3019622.5092240726
253,0,42,3202377.49572637
253,0,48,3205409.627591612
253,0,54,3205853.408812981
253,0,68,3205526.929762418
253,1,0,1980.0
253,1,6,14293.174036402765
253,1,18,605764.1566352237
253,1,24,1971792.5319485166
253,1,30,2858821.424252653
253,1,42,3075394.7789718434
253,1,48,3079254.8061501426
253,1,54,3079437.8488449072
253,1,68,3079534.589212278
253,2,0,1980.0
253,2,6,13978.493671640153
253,2,18,579755.6642488148
253,2,24,1979080.4872248988
253,2,30,2996817.2326995344
253,2,42,3266714.3664959827
253,2,48,3271794.791689294
253,2,54,3272123.2692257077
253,2,68,3272315.4498052103
253,3,0,1970.0
253,3,6,13188.708410835905
253,3,18,509259.6108371698
253,3,24,1860073.874505668
253,3,30,3067755.1667320575
253,3,42,3450487.4766160706
253,3,48,3458747.297699599
253,3,54,3459585.729191504
253,3,68,3460007.262480576
253,4,0,1970.0
253,4,6,15155.226825958885
253,4,18,717291.3433895952
253,4,24,2301216.884757396
253,4,30,3219128.1719555655
253,4,42,3417908.940865626
253,4,48,3421188.2329597753
253,4,54,3421856.933138518
253,4,68,3421372.4562782818
253,5,0,1980.0
253,5,6,13835.767227899887
253,5,18,574126.2294447822
253,5,24,2063970.962710085
253,5,30,3270363.4180889963
253,5,42,3614383.642700285
253,5,48,3621138.934803647
253,5,54,3621768.389661553
253,5,68,3621901.682787098
253,6,0,1960.0
253,6,6,15172.216450754899
253,6,18,709520.3133979177
253,6,24,2158442.0207423046
253,6,30,2924556.7839068617
253,6,42,3082840.5548731796
253,6,48,3085423.355952869
253,6,54,3085881.916408157
253,6,68,3085487.372546498
253,7,0,1980.0
253,7,6,15432.256981927532
253,7,18,719925.8973922809
253,7,24,2121120.684769287
253,7,30,2820285.2341542155
253,7,42,2960263.104991363
253,7,48,2962533.7287477455
253,7,54,2962941.0099759554
253,7,68,2962548.850287562
253,8,0,1850.0
253,8,6,13894.808375410928
253,8,18,631099.1446354686
253,8,24,2038531.844696126
253,8,30,2891192.9855152736
253,8,42,3084530.5632311064
253,8,48,3087804.03709422
253,8,54,3088209.9819386113
253,8,68,3087972.046791406
253,9,0,2050.0
253,9,6,15695.067088312519
253,9,18,729282.7091824028
253,9,24,2288207.8976882454
253,9,30,3166167.72374515
253,9,42,3354826.690532117
253,9,48,3357943.8142953445
253,9,54,3358448.372188293
253,9,68,3358066.432383791
253,10,0,2030.0
253,10,6,15352.762737092271
253,10,18,704784.3197481314
253,10,24,2265391.264231405
253,10,30,3194312.8436871995
253,10,42,3401700.3285284275
253,10,48,3405182.9829674317
253,10,54,3405676.8174951915
253,10,68,3405356.0782015193
253,11,0,1980.0
253,11,6,16071.851462433127
253,11,18,803019.5284278562
253,11,24,2335902.987993651
253,11,30,3047597.8449452315
253,11,42,3180057.674229726
253,11,48,3182116.6033571446
253,11,54,3182910.68247925
253,11,68,3182170.700032924
253,12,0,1820.0
253,12,6,14406.318681995379
253,12,18,703833.5948835281
253,12,24,2153630.4589021895
253,12,30,2904366.439420171
253,12,42,3054427.6040847576
253,12,48,3056821.790557379
253,12,54,3057506.1852575224
253,12,68,3056926.933110271
253,13,0,2060.0
253,13,6,15991.162431865301
253,13,18,750321.2366037876
253,13,24,2273532.9261730546
253,13,30,3071019.2249380564
253,13,42,3234603.135367907
253,13,48,3237266.2809674684
253,13,54,3237762.768019164
253,13,68,3237329.6964180665
253,14,0,1810.0
253,14,6,12611.449623695691
253,14,18,518832.3103807505
253,14,24,1847716.619924251
253,14,30,2910504.8118838724
253,14,42,3212202.8939290647
253,14,48,3218129.8365468048
253,14,54,3218628.5639129207
253,14,68,3218818.1807338465
253,15,0,1810.0
253,15,6,12879.943713947298
253,15,18,542305.8617521218
253,15,24,1854472.993329498
253,15,30,2800264.1958312076
253,15,42,3047871.1866035284
253,15,48,3052471.6010595537
253,15,54,3052794.1684514764
253,15,68,3052909.9955575047
253,16,0,1970.0
253,16,6,15163.077596935138
253,16,18,729077.9695398323
253,16,24,2424286.982107596
253,16,30,3464172.0061641475
253,16,42,3695208.296631561
253,16,48,3699019.516077557
253,16,54,3699961.169182754
253,16,68,3699323.8892707564
253,17,0,2040.0
253,17,6,14641.875584422543
253,17,18,613817.343936924
253,17,24,1995897.173461968
253,17,30,2899315.8695727843
253,17,42,3121899.2267745873
253,17,48,3125900.6141011813
253,17,54,3126071.3283916325
253,17,68,3126209.7855909048
253,18,0,1750.0
253,18,6,12348.209558225457
253,18,18,524453.402406961
253,18,24,1915192.0445679917
253,18,30,3056007.8086366747
253,18,42,3380603.7889729724
253,18,48,3386929.286258492
253,18,54,3387738.5834199465
253,18,68,3387619.487852887
253,19,0,1970.0
253,19,6,14260.837129945277
253,19,18,608693.9225532246
253,19,24,1991002.4146939036
253,19,30,2892179.1086187875
253,19,42,3112047.0594223123
253,19,48,3115956.0857410803
253,19,54,3116167.0613715947
253,19,68,3116235.8452887945
253,20,0,1680.0
253,20,6,12692.298860487299
253,20,18,592040.5694404112
253,20,24,1988226.3690501633
253,20,30,2881989.655922781
253,20,42,3088835.8128455007
253,20,48,3092351.6211183555
253,20,54,3093020.107020967
253,20,68,3092620.3151846617
253,21,0,1870.0
253,21,6,14740.575191406384
253,21,18,729677.214786204
253,21,24,2340528.5014673765
253,21,30,3243145.0759433405
253,21,42,3430613.3145797285
253,21,48,3433585.446526194
253,21,54,3434488.129703074
253,21,68,3433779.964245913
253,22,0,1820.0
253,22,6,14726.843412164591
253,22,18,758730.4486158936
253,22,24,2386453.507138404
253,22,30,3240443.4481366435
253,22,42,3408026.553888282
253,22,48,3410484.840116152
253,22,54,3411445.0468547284
253,22,68,3410520.8860268365
253,23,0,1980.0
253,23,6,13877.556515646731
253,23,18,568057.6122966403
253,23,24,1939271.9752389637
253,23,30,2947744.4530392634
253,23,42,3218809.0329892854
253,23,48,3223980.1970455474
253,23,54,3224311.9480241276
253,23,68,3224546.9884637073
253,24,0,2010.0
253,24,6,13694.818093429565
253,24,18,549346.3137390341
253,24,24,2043868.4624193266
253,24,30,3387690.677194652
253,24,42,3807543.846267545
253,24,48,3816363.8736976
253,24,54,3817281.131378206
253,24,68,3817507.760076301
253,25,0,1920.0
253,25,6,13553.915157912688
253,25,18,571435.8827336021
253,25,24,2039241.9000190473
253,25,30,3193460.648639722
253,25,42,3513590.2982422686
253,25,48,3519741.3927362785
253,25,54,3520340.886093278
253,25,68,3520387.455337298
253,26,0,1870.0
253,26,6,13459.539162897134
253,26,18,575932.0814221805
253,26,24,1946022.4451716729
253,26,30,2897144.821493379
253,26,42,3138343.622989875
253,26,48,3142722.016533354
253,26,54,3143040.8771445053
253,26,68,3143089.5412838883
253,27,0,1890.0
253,27,6,13631.620619463563
253,27,18,589806.4565624965
253,27,24,2031234.1949510092
253,27,30,3061737.284286678
253,27,42,3326716.980879262
253,27,48,3331551.3813442686
253,27,54,3332003.1533337273
253,27,68,3331969.572875236
253,28,0,1930.0
253,28,6,13317.402003307572
253,28,18,546575.4916290378
253,28,24,2033087.8900755844
253,28,30,3341313.487576722
253,28,42,3739199.652413809
253,28,48,3747358.394795395
253,28,54,3748317.5839196076
253,28,68,3748339.5335672065
253,29,0,1980.0
253,29,6,13373.021687883785
253,29,18,530381.8183447081
253,29,24,1999635.4242681963
253,29,30,3374842.4902140144
253,29,42,3820008.2504472216
253,29,48,3829604.9807888283
253,29,54,3830669.681491831
253,29,68,3830884.069741044
253,30,0,2240.0
253,30,6,16103.256704910073
253,30,18,661027.342774453
253,30,24,2032193.0835482245
253,30,30,2848469.0734204566
253,30,42,3040177.021449926
253,30,48,3043555.575437465
253,30,54,3043593.7853561393
253,30,68,3043734.829005979
253,31,0,1890.0
253,31,6,13949.67170147445
253,31,18,621674.9971779719
253,31,24,2072913.1598561027
253,31,30,3022441.9472206756
253,31,42,3250083.203695199
253,31,48,3254054.869898895
253,31,54,3254485.6967452937
253,31,68,3254322.5415567462
253,32,0,2030.0
253,32,6,15591.731804585059
253,32,18,715096.6846379167
253,32,24,2151490.1604643543
253,32,30,2906070.3244390357
253,32,42,3062833.772881407
253,32,48,3065402.1821886506
253,32,54,3065743.2257948797
253,32,68,3065436.987688303
253,33,0,2030.0
253,33,6,16336.614484066238
253,33,18,795315.2539410174
253,33,24,2267287.88204221
253,33,30,2938006.1653720224
253,33,42,3063134.372813525
253,33,48,3065123.421815236
253,33,54,3065776.126040611
253,33,68,3065145.03601382
253,34,0,1970.0
253,34,6,15331.958666342578
253,34,18,735339.9664801549
253,34,24,2315149.7489073626
253,34,30,3189868.1704053115
253,34,42,3373155.7852975037
253,34,48,3376136.439332853
253,34,54,3376831.878470963
253,34,68,3376289.004078442
253,35,0,1930.0
253,35,6,13035.88254501516
253,35,18,503612.96887172706
253,35,24,1761615.807438307
253,35,30,2784923.729755973
253,35,42,3087753.9345245655
253,35,48,3094050.2037442
253,35,54,3094697.6180807897
253,35,68,3094964.6867892537
253,36,0,2240.0
253,36,6,15453.110616618727
253,36,18,614167.1806280109
253,36,24,2092468.7725458923
253,36,30,3202522.1165477256
253,36,42,3509244.6548796888
253,36,48,3515279.1286036777
253,36,54,3515727.132212811
253,36,68,3516029.8764257664
253,37,0,2040.0
253,37,6,14340.239810948178
253,37,18,599255.6112755194
253,37,24,2131654.925822378
253,37,30,3337744.3773137038
253,37,42,3673872.801318951
253,37,48,3680367.5222900417
253,37,54,3680949.54949439
253,37,68,3681070.2393899374
253,38,0,1930.0
253,38,6,12810.445239668774
253,38,18,491570.79116074904
253,38,24,1844760.6805111922
253,38,30,3137931.521389231
253,38,42,3570155.5033368613
253,38,48,3579792.4141633837
253,38,54,3580815.3397997166
253,38,68,3581269.8509387127
253,39,0,1980.0
253,39,6,14781.830558455655
253,39,18,641797.1987281078
253,39,24,1919114.0839572535
253,39,30,2609916.318984652
253,39,42,2759510.5438605906
253,39,48,2762008.734023723
253,39,54,2762080.1863021073
253,39,68,2762036.2944152276
253,40,0,2050.0
253,40,6,16499.42785275958
253,40,18,821126.6651777795
253,40,24,2447107.944007291
253,40,30,3238466.809437639
253,40,42,3389902.554548116
253,40,48,3392270.964156613
253,40,54,3393102.727594463
253,40,68,3392356.774278948
253,41,0,2040.0
253,41,6,15066.576806140813
253,41,18,660726.3191764094
253,41,24,2112287.0106157376
253,41,30,2997963.4435280296
253,41,42,3202921.0302756405
253,41,48,3206443.498376499
253,41,54,3206682.576066992
253,41,68,3206620.740690351
253,42,0,1870.0
253,42,6,14876.709351720494
253,42,18,719996.5344958232
253,42,24,2117143.437266196
253,42,30,2793755.414131284
253,42,42,2924645.3900254923
253,42,48,2926736.4544851854
253,42,54,2927328.532936709
253,42,68,2926782.716359626
253,43,0,2090.0
253,43,6,15640.936216330138
253,43,18,699228.3661862998
253,43,24,2209822.6894014403
253,43,30,3097981.430634195
253,43,42,3297262.0872812374
253,43,48,3300627.9104093816
253,43,54,3300932.304636691
253,43,68,3300764.262123369
253,44,0,1960.0
253,44,6,16295.901208100442
253,44,18,857905.982289326
253,44,24,2535553.221808769
253,44,30,3308826.812641787
253,44,42,3448725.802139215
253,44,48,3450663.066500002
253,44,54,3451637.6166471126
253,44,68,3450568.7308319015
253,45,0,2090.0
253,45,6,14534.261332445032
253,45,18,587749.2844010956
253,45,24,2017309.427132635
253,45,30,3091403.9062171625
253,45,42,3385925.215266758
253,45,48,3391641.566889532
253,45,54,3392032.9310175553
253,45,68,3392315.2111424087
253,46,0,2070.0
253,46,6,14317.1295375298
253,46,18,576461.1859675664
253,46,24,2007808.5203711893
253,46,30,3120771.951020481
253,46,42,3433787.346473399
253,46,48,3439964.468465746
253,46,54,3440426.4548583
253,46,68,3440730.9604307464
253,47,0,1870.0
253,47,6,13418.22463768845
253,47,18,587601.7230558817
253,47,24,2145727.6281733015
253,47,30,3390264.1891351067
253,47,42,3732666.6686959923
253,47,48,3739143.1049363404
253,47,54,3740277.0157321235
253,47,68,3739888.0828714073
253,48,0,2020.0
253,48,6,14609.461400922946
253,48,18,628341.3101728885
253,48,24,2103309.3418606827
253,48,30,3103989.6478853873
253,48,42,3353472.6721944697
253,48,48,3357952.093136977
253,48,54,3358272.4105321844
253,48,68,3358302.8744131606
253,49,0,1980.0
253,49,6,12723.726605940592
253,49,18,453920.40513485443
253,49,24,1633633.302554046
253,49,30,2731683.3821857665
253,49,42,3104649.3025358142
253,49,48,3113440.4500767323
253,49,54,3115009.7804242205
253,49,68,3114911.9005090813
163,0,0,2350.0
163,0,6,23280.732384494433
163,0,18,1960415.3708355518
163,0,24,8410672.559649352
163,0,30,12569113.69340259
163,0,42,13294587.163677583
163,0,48,13302135.424943868
163,0,54,13305499.881117223
163,0,68,13300393.755078554
163,1,0,2350.0
163,1,6,22229.023483437253
163,1,18,1748566.5507983943
163,1,24,8027323.791993989
163,1,30,12907148.69604764
163,1,42,13888494.973958036
163,1,48,13899367.794275543
163,1,54,13901735.79363021
163,1,68,13898644.381477915
163,2,0,2500.0
163,2,6,23650.265475498803
163,2,18,1844681.2156355418
163,2,24,8204040.603684189
163,2,30,12877567.505098265
163,2,42,13790368.3127655
163,2,48,13800503.173419707
163,2,54,13802563.418387616
163,2,68,13799744.166975103
163,3,0,2670.0
163,3,6,26018.97027468621
163,3,18,2067087.802388445
163,3,24,8121581.457360715
163,3,30,11590955.188442577
163,3,42,12176026.343353255
163,3,48,12182479.148124252
163,3,54,12184989.139502082
163,3,68,12181300.516401166
163,4,0,2600.0
163,4,6,24264.58626313633
163,4,18,1812414.1135405651
163,4,24,7581262.5236989055
163,4,30,11478870.67987761
163,4,42,12220254.578724038
163,4,48,12228742.924060518
163,4,54,12229708.610700095
163,4,68,12228032.713239774
163,5,0,2400.0
163,5,6,22165.87735431087
163,5,18,1656335.5765978545
163,5,24,7427379.611962184
163,5,30,11895547.455673007
163,5,42,12815674.54973387
163,5,48,12826312.159443827
163,5,54,12827423.220196567
163,5,68,12825907.041175513
163,6,0,2670.0
163,6,6,26243.163980843507
163,6,18,2148028.5495448546
163,6,24,8810082.986581966
163,6,30,12848228.70088851
163,6,42,13539249.548454229
163,6,48,13546638.046591626
163,6,54,13549677.876821868
163,6,68,13545225.622508302
163,7,0,2530.0
163,7,6,23410.812286474007
163,7,18,1733139.4947977595
163,7,24,7426366.9393619355
163,7,30,11485481.3411755
163,7,42,12285318.925010331
163,7,48,12294562.183345312
163,7,54,12295335.048118288
163,7,68,12293995.56957709
163,8,0,2530.0
163,8,6,24294.953790669737
163,8,18,1917259.0955423042
163,8,24,8054184.121481871
163,8,30,12056570.909234747
163,8,42,12782452.163623406
163,8,48,12790407.685525721
163,8,54,12792505.617760452
163,8,68,12789436.506197648
163,9,0,2520.0
163,9,6,23626.95059087702
163,9,18,1802868.948859698
163,9,24,7874412.777902268
163,9,30,12259152.964561965
163,9,42,13116288.788206236
163,9,48,13125960.35697657
163,9,54,13127419.835104471
163,9,68,13125298.497204455
163,10,0,2400.0
163,10,6,22019.873915398486
163,10,18,1612390.2831826985
163,10,24,7030478.697981446
163,10,30,11064425.794397065
163,10,42,11884346.527906923
163,10,48,11893946.942810386
163,10,54,11894536.31060922
163,10,68,11893537.975515047
163,11,0,2540.0
163,11,6,22983.69741117009
163,11,18,1647946.69081346
163,11,24,7314929.650994904
163,11,30,11765340.417987559
163,11,42,12709579.129703399
163,11,48,12720919.640931912
163,11,54,12721283.076490227
163,11,68,12720718.863676898
163,12,0,2610.0
163,12,6,24155.702617731265
163,12,18,1805373.7072411175
163,12,24,7987633.746260281
163,12,30,12646423.41114968
163,12,42,13590223.78809284
163,12,48,13601098.303711317
163,12,54,13602219.317811627
163,12,68,13600595.030974988
163,13,0,2520.0
163,13,6,22752.742748167013
163,13,18,1620788.4163934211
163,13,24,7133193.009628749
163,13,30,11411400.149542337
163,13,42,12315643.77473178
163,13,48,12326550.55016734
163,13,54,12326780.377068806
163,13,68,12326341.528433284
163,14,0,2610.0
163,14,6,24466.382791468088
163,14,18,1865226.182954472
163,14,24,8130453.475937406
163,14,30,12640684.50334551
163,14,42,13521122.03178389
163,14,48,13531061.391340012
163,14,54,13532541.791134166
163,14,68,13530374.937172182
163,15,0,2580.0
163,15,6,24417.883454335915
163,15,18,1893105.2633317604
163,15,24,8217441.903293463
163,15,30,12671774.796627363
163,15,42,13523063.344433326
163,15,48,13532534.274024319
163,15,54,13534369.158814166
163,15,68,13531734.946186101
163,16,0,2470.0
163,16,6,24455.42589056312
163,16,18,2033360.4022351129
163,16,24,8392264.561100177
163,16,30,12244723.879637973
163,16,42,12898652.838973602
163,16,48,12905555.10282031
163,16,54,12908706.03245306
163,16,68,12904025.309673425
163,17,0,2470.0
163,17,6,22390.545354967617
163,17,18,1631356.9430865585
163,17,24,7587913.397932026
163,17,30,12667771.511225529
163,17,42,13793183.307920886
163,17,48,13806686.855969926
163,17,54,13807663.915015873
163,17,68,13806662.29409418
163,18,0,2470.0
163,18,6,22910.560366258287
163,18,18,1737070.9558950716
163,18,24,7977594.974621601
163,18,30,12986077.005157879
163,18,42,14032623.642074412
163,18,48,14044629.789236229
163,18,54,14046279.775971292
163,18,68,14044208.000069339
163,19,0,2530.0
163,19,6,23338.275921327913
163,19,18,1714691.7099259216
163,19,24,7303255.0774469655
163,19,30,11265473.276674481
163,19,42,12046732.023927337
163,19,48,12055817.143934345
163,19,54,12056449.05841074
163,19,68,12055264.48641572
163,20,0,2530.0
163,20,6,25653.9714980236
163,20,18,2160947.0483699944
163,20,24,8093197.097529667
163,20,30,11080912.903050832
163,20,42,11539267.420306407
163,20,48,11544118.66331462
163,20,54,11547658.673539827
163,20,68,11542069.159725029
163,21,0,2660.0
163,21,6,25893.670519020197
163,21,18,2084746.9424830466
163,21,24,8597147.838753272
163,21,30,12635715.550616937
163,21,42,13341128.43370918
163,21,48,13348757.34711819
163,21,54,13351410.199736215
163,21,68,13347541.425970398
163,22,0,2610.0
163,22,6,23394.30007726402
163,22,18,1640210.5504529784
163,22,24,7162774.08167761
163,22,30,11438599.437066175
163,22,42,12348486.564094504
163,22,48,12359623.100074632
163,22,54,12359645.079333354
163,22,68,12359460.600878272
163,23,0,2580.0
